time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-19 00:00:00+00:00,1,1,12.0,4.0
2023-07-20 00:00:00+00:00,1,1,9.0,2.0
2023-07-21 00:00:00+00:00,1,1,19.0,2.0
2023-07-22 00:00:00+00:00,2,2,12.0,1.0
2023-07-23 00:00:00+00:00,2,2,,
2023-07-24 00:00:00+00:00,2,2,9.0,3.0
2023-07-25 00:00:00+00:00,1,1,1.0,1.0
2023-07-26 00:00:00+00:00,3,2,2.0,2.0
2023-07-27 00:00:00+00:00,1,1,11.0,6.0
2023-07-28 00:00:00+00:00,3,2,3.0,2.0
2023-07-29 00:00:00+00:00,1,1,3.0,2.0
2023-07-30 00:00:00+00:00,1,1,26.0,7.0
2023-07-31 00:00:00+00:00,4,4,43.0,2.0
2023-08-01 00:00:00+00:00,2,2,37.0,4.0
