time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-17 00:00:00+00:00,1.0,1.0,,
2023-05-18 00:00:00+00:00,15.0,7.0,65.0,3.0
2023-05-19 00:00:00+00:00,8.0,5.0,28.0,3.0
2023-05-20 00:00:00+00:00,7.0,4.0,3.0,3.0
2023-05-21 00:00:00+00:00,3.0,2.0,,
2023-05-22 00:00:00+00:00,2.0,2.0,,
2023-05-23 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-05-24 00:00:00+00:00,1.0,1.0,6.0,1.0
2023-05-25 00:00:00+00:00,1.0,1.0,,
2023-05-26 00:00:00+00:00,1.0,1.0,,
2023-05-27 00:00:00+00:00,2.0,2.0,7.0,1.0
2023-05-28 00:00:00+00:00,2.0,2.0,17.0,4.0
2023-05-29 00:00:00+00:00,3.0,3.0,4.0,2.0
2023-05-30 00:00:00+00:00,,,3.0,2.0
