time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-15 00:00:00+00:00,5,5,14.0,2.0
2025-09-16 00:00:00+00:00,9,5,10.0,2.0
2025-09-17 00:00:00+00:00,9,9,1.0,1.0
2025-09-18 00:00:00+00:00,9,7,10.0,3.0
2025-09-19 00:00:00+00:00,10,8,7.0,5.0
2025-09-20 00:00:00+00:00,5,5,2.0,1.0
2025-09-21 00:00:00+00:00,6,6,3.0,3.0
2025-09-22 00:00:00+00:00,5,5,4.0,4.0
2025-09-23 00:00:00+00:00,14,12,1.0,1.0
2025-09-24 00:00:00+00:00,4,4,,
2025-09-25 00:00:00+00:00,2,2,4.0,3.0
2025-09-26 00:00:00+00:00,5,5,7.0,2.0
2025-09-27 00:00:00+00:00,6,5,5.0,5.0
2025-09-28 00:00:00+00:00,2,2,4.0,2.0
