time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-24 00:00:00+00:00,2,2,9.0,4.0
2023-11-25 00:00:00+00:00,1,1,3.0,3.0
2023-11-26 00:00:00+00:00,2,2,55.0,4.0
2023-11-27 00:00:00+00:00,10,5,62.0,2.0
2023-11-28 00:00:00+00:00,12,3,38.0,3.0
2023-11-29 00:00:00+00:00,6,4,22.0,4.0
2023-11-30 00:00:00+00:00,2,2,21.0,8.0
2023-12-01 00:00:00+00:00,2,2,46.0,8.0
2023-12-02 00:00:00+00:00,1,1,7.0,2.0
2023-12-03 00:00:00+00:00,2,2,1.0,1.0
2023-12-04 00:00:00+00:00,4,4,12.0,4.0
2023-12-05 00:00:00+00:00,2,2,,
2023-12-06 00:00:00+00:00,3,3,7.0,6.0
2023-12-07 00:00:00+00:00,1,1,18.0,4.0
