url_path,views_total,views_unique
/richibrics/IoTuring,60,35
/richibrics/IoTuring/blob/main/docs/Autostart%20tips.md,6,4
/richibrics/IoTuring/tree/main/docs,5,4
/richibrics/IoTuring/tree/main,4,1
/richibrics/IoTuring/blob/main/docs/IoTuring.service,3,2
/richibrics/IoTuring/blob/main/docs/IoTuring-restart.service,2,1
/richibrics/IoTuring/blob/main/IoTuring/__init__.py,2,1
/richibrics/IoTuring/blob/main/IoTuring/__main__.py,2,1
/richibrics/IoTuring/releases,2,1
/richibrics/IoTuring/blob/main/docs/images/homeassistant-demo.gif,1,1
