time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-09 00:00:00+00:00,2.0,1.0,10,6
2024-08-10 00:00:00+00:00,2.0,1.0,12,3
2024-08-11 00:00:00+00:00,4.0,2.0,4,4
2024-08-12 00:00:00+00:00,,,1,1
2024-08-13 00:00:00+00:00,2.0,2.0,5,4
2024-08-14 00:00:00+00:00,3.0,1.0,7,3
2024-08-16 00:00:00+00:00,,,8,5
2024-08-17 00:00:00+00:00,3.0,2.0,12,6
2024-08-18 00:00:00+00:00,1.0,1.0,6,3
2024-08-19 00:00:00+00:00,,,5,5
2024-08-20 00:00:00+00:00,5.0,4.0,6,5
2024-08-21 00:00:00+00:00,,,4,3
2024-08-22 00:00:00+00:00,3.0,3.0,5,5
