referrer,views_total,views_unique
github.com,97,5
community.home-assistant.io,30,18
Google,22,3
libhunt.com,22,1
bkbilly.gitbook.io,4,3
com.google.android.gm,2,1
bbs.hassbian.com,2,1
yandex.ru,1,1
