referrer,views_total,views_unique
github.com,96,5
community.home-assistant.io,30,18
Google,24,4
libhunt.com,22,1
bkbilly.gitbook.io,5,4
randomgithubrepo.site,3,1
com.google.android.gm,2,1
yandex.ru,1,1
