time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,2.0,2.0,2,2
2024-04-03 00:00:00+00:00,1.0,1.0,2,2
2024-04-04 00:00:00+00:00,1.0,1.0,19,3
2024-04-05 00:00:00+00:00,2.0,2.0,9,5
2024-04-06 00:00:00+00:00,2.0,2.0,9,6
2024-04-07 00:00:00+00:00,9.0,3.0,60,2
2024-04-08 00:00:00+00:00,3.0,3.0,15,6
2024-04-09 00:00:00+00:00,1.0,1.0,19,7
2024-04-10 00:00:00+00:00,1.0,1.0,2,2
2024-04-11 00:00:00+00:00,4.0,4.0,25,5
2024-04-12 00:00:00+00:00,2.0,2.0,13,4
2024-04-13 00:00:00+00:00,2.0,2.0,4,3
2024-04-14 00:00:00+00:00,,,88,2
2024-04-15 00:00:00+00:00,1.0,1.0,8,3
