url_path,views_total,views_unique
/richibrics/IoTuring,92,59
/richibrics/IoTuring/issues,19,5
/richibrics/IoTuring/tree/main/IoTuring,8,5
/richibrics/IoTuring/blob/main/docs/IoTuring-restart.service,4,2
/richibrics/IoTuring/tree/main/IoTuring/Entity,4,2
/richibrics/IoTuring/blob/main/docs/IoTuring.service,3,1
/richibrics/IoTuring/tree/main/IoTuring/Entity/Deployments,3,1
/richibrics/IoTuring/blob/main/IoTuring/Logger/consts.py,2,2
/richibrics/IoTuring/blob/main/README.md,2,2
/richibrics/IoTuring/issues/94,2,2
