time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-16 00:00:00+00:00,4,3,4,4
2025-05-17 00:00:00+00:00,1,1,6,3
2025-05-18 00:00:00+00:00,5,3,5,2
2025-05-19 00:00:00+00:00,5,3,9,6
2025-05-20 00:00:00+00:00,6,3,1,1
2025-05-21 00:00:00+00:00,4,2,2,2
2025-05-22 00:00:00+00:00,2,2,1,1
2025-05-23 00:00:00+00:00,3,2,1,1
2025-05-24 00:00:00+00:00,6,3,6,5
2025-05-25 00:00:00+00:00,29,4,2,2
2025-05-26 00:00:00+00:00,6,4,22,6
2025-05-27 00:00:00+00:00,9,4,10,6
2025-05-28 00:00:00+00:00,1,1,8,4
2025-05-29 00:00:00+00:00,3,1,1,1
