time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,4,4,3,1
2025-11-17 00:00:00+00:00,3,3,4,4
2025-11-18 00:00:00+00:00,10,10,1,1
2025-11-19 00:00:00+00:00,2,2,6,5
2025-11-20 00:00:00+00:00,2,2,2,2
2025-11-21 00:00:00+00:00,4,4,8,2
2025-11-22 00:00:00+00:00,6,6,2,2
2025-11-23 00:00:00+00:00,2,2,4,4
2025-11-24 00:00:00+00:00,4,4,7,3
2025-11-25 00:00:00+00:00,2,2,8,1
2025-11-26 00:00:00+00:00,6,6,29,6
2025-11-27 00:00:00+00:00,4,4,10,5
2025-11-28 00:00:00+00:00,2,2,4,3
2025-11-29 00:00:00+00:00,3,3,3,1
