url_path,views_total,views_unique
/richibrics/IoTuring,67,41
/richibrics/IoTuring/tree/main/IoTuring,12,2
/richibrics/IoTuring/search,10,2
/richibrics/IoTuring/tree/main/IoTuring/Entity,10,2
/richibrics/IoTuring/pulls,6,4
/richibrics/IoTuring/issues,6,2
/richibrics/IoTuring/tree/main/IoTuring/Entity/Deployments,6,1
/richibrics/IoTuring/tree/main/IoTuring/Configurator,3,2
/richibrics/IoTuring/blob/32c2c100aa96f125434104dc84eccf60fc7a8b8c/IoTuring/Entity/Entity.py,3,1
/richibrics/IoTuring/tree/main/IoTuring/Entity/ToImplement,3,1
