time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-07 00:00:00+00:00,3,3,10.0,1.0
2022-11-08 00:00:00+00:00,2,2,,
2022-11-09 00:00:00+00:00,1,1,1.0,1.0
2022-11-10 00:00:00+00:00,2,2,1.0,1.0
2022-11-11 00:00:00+00:00,4,3,,
2022-11-12 00:00:00+00:00,1,1,8.0,3.0
2022-11-13 00:00:00+00:00,2,2,,
2022-11-14 00:00:00+00:00,2,2,,
2022-11-15 00:00:00+00:00,2,2,2.0,2.0
2022-11-16 00:00:00+00:00,1,1,2.0,1.0
2022-11-17 00:00:00+00:00,3,2,4.0,1.0
2022-11-18 00:00:00+00:00,1,1,1.0,1.0
2022-11-19 00:00:00+00:00,7,7,,
2022-11-20 00:00:00+00:00,1,1,11.0,2.0
