time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-12 00:00:00+00:00,1,1,2,2
2024-03-13 00:00:00+00:00,1,1,1,1
2024-03-14 00:00:00+00:00,7,2,9,3
2024-03-15 00:00:00+00:00,1,1,16,4
2024-03-16 00:00:00+00:00,1,1,8,2
2024-03-17 00:00:00+00:00,1,1,8,4
2024-03-18 00:00:00+00:00,2,2,12,5
2024-03-19 00:00:00+00:00,1,1,4,4
2024-03-20 00:00:00+00:00,1,1,4,4
2024-03-21 00:00:00+00:00,1,1,35,1
2024-03-22 00:00:00+00:00,1,1,15,5
2024-03-23 00:00:00+00:00,5,2,1,1
2024-03-24 00:00:00+00:00,1,1,9,2
2024-03-25 00:00:00+00:00,1,1,32,7
