time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-09 00:00:00+00:00,6,5,2,2
2023-10-10 00:00:00+00:00,2,2,3,3
2023-10-11 00:00:00+00:00,1,1,3,2
2023-10-12 00:00:00+00:00,1,1,3,3
2023-10-13 00:00:00+00:00,2,2,15,5
2023-10-14 00:00:00+00:00,2,2,7,4
2023-10-15 00:00:00+00:00,1,1,4,2
2023-10-16 00:00:00+00:00,26,5,10,4
2023-10-17 00:00:00+00:00,1,1,14,4
2023-10-18 00:00:00+00:00,1,1,36,5
2023-10-19 00:00:00+00:00,4,4,7,5
2023-10-20 00:00:00+00:00,1,1,3,2
2023-10-21 00:00:00+00:00,1,1,2,1
2023-10-22 00:00:00+00:00,2,2,12,2
