url_path,views_total,views_unique
/richibrics/IoTuring,34,24
/richibrics/IoTuring/blob/main/tests/Entity/Deployments/Temperature/test_Temperature.py,2,1
/richibrics/IoTuring/issues,2,1
/richibrics/IoTuring/pull/73,2,1
/richibrics/IoTuring/tree/main/tests,2,1
/richibrics/IoTuring/tree/main/tests/Entity/Deployments/Temperature,2,1
/richibrics/IoTuring/labels,1,1
/richibrics/IoTuring/pull/73/commits/0f13381d29fefe6caff8e2f732db961e888a1b90,1,1
/richibrics/IoTuring/pull/73/files/72402e378a6cb2295c750546381b3d9b86a8194e..0f13381d29fefe6caff8e2f732db961e888a1b90,1,1
/richibrics/IoTuring/pull/74,1,1
