time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-07 00:00:00+00:00,2.0,2.0,18,4
2023-12-08 00:00:00+00:00,1.0,1.0,17,4
2023-12-09 00:00:00+00:00,2.0,2.0,4,4
2023-12-10 00:00:00+00:00,4.0,3.0,32,7
2023-12-11 00:00:00+00:00,6.0,4.0,42,8
2023-12-12 00:00:00+00:00,7.0,2.0,22,1
2023-12-13 00:00:00+00:00,8.0,4.0,38,1
2023-12-14 00:00:00+00:00,2.0,2.0,7,3
2023-12-15 00:00:00+00:00,1.0,1.0,13,5
2023-12-16 00:00:00+00:00,3.0,3.0,5,2
2023-12-17 00:00:00+00:00,1.0,1.0,2,2
2023-12-18 00:00:00+00:00,3.0,3.0,2,1
2023-12-19 00:00:00+00:00,1.0,1.0,7,2
2023-12-20 00:00:00+00:00,,,9,4
