url_path,views_total,views_unique
/richibrics/IoTuring,39,18
/richibrics/IoTuring/blob/main/docs/Autostart tips.md,18,2
/richibrics/IoTuring/tree/main/docs,4,2
/richibrics/IoTuring/issues,3,3
/richibrics/IoTuring/blob/main/docs/IoTuring.service,3,1
/richibrics/IoTuring/blob/main/docs/images/device_info.png,2,2
/richibrics/IoTuring/blob/main/docs/IoTuring-restart.service,1,1
/richibrics/IoTuring/blob/main/docs/images/linux.png,1,1
/richibrics/IoTuring/pull/42/commits/7c837ae4899a73727e46946edfbceea47634c3f9,1,1
/richibrics/IoTuring/pull/83,1,1
