time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-16 00:00:00+00:00,31,13,21,4
2026-04-17 00:00:00+00:00,28,10,1,1
2026-04-18 00:00:00+00:00,20,10,2,2
2026-04-19 00:00:00+00:00,20,9,1,1
2026-04-20 00:00:00+00:00,51,22,1,1
2026-04-21 00:00:00+00:00,76,28,1,1
2026-04-22 00:00:00+00:00,80,27,0,0
2026-04-23 00:00:00+00:00,99,40,2,2
2026-04-24 00:00:00+00:00,46,22,0,0
2026-04-25 00:00:00+00:00,108,76,0,0
2026-04-26 00:00:00+00:00,64,22,2,2
2026-04-27 00:00:00+00:00,26,16,0,0
2026-04-28 00:00:00+00:00,126,92,3,2
2026-04-29 00:00:00+00:00,59,32,1,1
