url_path,views_total,views_unique
/richibrics/IoTuring,51,35
/richibrics/IoTuring/activity,8,1
/richibrics/IoTuring/blob/main/IoTuring/Entity/Deployments/Uptime/Uptime.py,6,1
/richibrics/IoTuring/issues/97,5,3
/richibrics/IoTuring/pulls,5,2
/richibrics/IoTuring/issues,4,2
/richibrics/IoTuring/tree/main/IoTuring,4,2
/richibrics/IoTuring/blob/main/IoTuring/Configurator/Configurator.py,4,1
/richibrics/IoTuring/tree/main/IoTuring/Entity/Deployments,4,1
/richibrics/IoTuring/blob/main/IoTuring/Entity/Deployments/BootTime/BootTime.py,3,1
