time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-15 00:00:00+00:00,4,3,,
2024-07-16 00:00:00+00:00,5,3,3.0,2.0
2024-07-18 00:00:00+00:00,2,2,7.0,3.0
2024-07-19 00:00:00+00:00,2,2,10.0,3.0
2024-07-20 00:00:00+00:00,1,1,11.0,3.0
2024-07-21 00:00:00+00:00,1,1,4.0,2.0
2024-07-22 00:00:00+00:00,2,1,19.0,5.0
2024-07-23 00:00:00+00:00,3,1,6.0,6.0
2024-07-24 00:00:00+00:00,1,1,5.0,3.0
2024-07-25 00:00:00+00:00,5,2,41.0,5.0
2024-07-26 00:00:00+00:00,5,3,8.0,2.0
2024-07-27 00:00:00+00:00,3,1,7.0,5.0
2024-07-28 00:00:00+00:00,1,1,2.0,2.0
