time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-07 00:00:00+00:00,7,7,0,0
2026-07-08 00:00:00+00:00,11,6,0,0
2026-07-09 00:00:00+00:00,28,12,0,0
2026-07-10 00:00:00+00:00,22,8,1,1
2026-07-11 00:00:00+00:00,7,6,8,8
2026-07-12 00:00:00+00:00,9,4,11,11
2026-07-13 00:00:00+00:00,6,6,7,6
2026-07-14 00:00:00+00:00,16,11,2,2
2026-07-15 00:00:00+00:00,25,12,3,3
2026-07-16 00:00:00+00:00,21,10,4,4
2026-07-17 00:00:00+00:00,9,4,4,4
2026-07-18 00:00:00+00:00,16,7,0,0
2026-07-19 00:00:00+00:00,15,5,1,1
2026-07-20 00:00:00+00:00,69,23,0,0
