time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,5,4,3,3
2025-04-09 00:00:00+00:00,2,2,8,3
2025-04-10 00:00:00+00:00,1,1,6,2
2025-04-11 00:00:00+00:00,4,2,1,1
2025-04-13 00:00:00+00:00,3,3,3,2
2025-04-14 00:00:00+00:00,6,3,8,4
2025-04-15 00:00:00+00:00,2,2,3,3
2025-04-16 00:00:00+00:00,1,1,9,7
2025-04-17 00:00:00+00:00,5,2,5,5
2025-04-18 00:00:00+00:00,7,3,3,3
2025-04-19 00:00:00+00:00,7,3,5,5
2025-04-20 00:00:00+00:00,5,2,4,3
2025-04-21 00:00:00+00:00,4,1,17,4
