time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-20 00:00:00+00:00,12,4,5,1
2026-03-21 00:00:00+00:00,8,4,6,3
2026-03-22 00:00:00+00:00,11,3,5,3
2026-03-23 00:00:00+00:00,6,5,9,3
2026-03-24 00:00:00+00:00,7,3,6,2
2026-03-25 00:00:00+00:00,17,9,6,3
2026-03-26 00:00:00+00:00,28,15,3,2
2026-03-27 00:00:00+00:00,24,14,3,2
2026-03-28 00:00:00+00:00,21,12,7,5
2026-03-29 00:00:00+00:00,13,8,2,1
2026-03-30 00:00:00+00:00,11,7,14,4
2026-03-31 00:00:00+00:00,12,7,2,1
2026-04-01 00:00:00+00:00,15,7,8,1
2026-04-02 00:00:00+00:00,8,4,5,3
