time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-05 00:00:00+00:00,3.0,1.0,44,9
2024-12-06 00:00:00+00:00,3.0,1.0,31,10
2024-12-07 00:00:00+00:00,3.0,1.0,9,4
2024-12-08 00:00:00+00:00,3.0,2.0,21,8
2024-12-09 00:00:00+00:00,5.0,3.0,53,11
2024-12-10 00:00:00+00:00,,,39,3
2024-12-11 00:00:00+00:00,4.0,2.0,8,6
2024-12-12 00:00:00+00:00,,,12,7
2024-12-13 00:00:00+00:00,,,9,4
2024-12-14 00:00:00+00:00,1.0,1.0,7,1
2024-12-15 00:00:00+00:00,5.0,3.0,2,1
2024-12-16 00:00:00+00:00,,,16,7
2024-12-17 00:00:00+00:00,2.0,1.0,19,3
2024-12-18 00:00:00+00:00,3.0,1.0,6,5
