time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-28 00:00:00+00:00,2,2,8.0,5.0
2022-12-29 00:00:00+00:00,2,2,2.0,2.0
2022-12-30 00:00:00+00:00,1,1,,
2022-12-31 00:00:00+00:00,2,2,2.0,1.0
2023-01-01 00:00:00+00:00,3,3,,
2023-01-02 00:00:00+00:00,3,3,1.0,1.0
2023-01-03 00:00:00+00:00,5,3,3.0,2.0
2023-01-04 00:00:00+00:00,2,2,137.0,24.0
2023-01-05 00:00:00+00:00,2,2,16.0,3.0
2023-01-06 00:00:00+00:00,4,4,4.0,4.0
2023-01-07 00:00:00+00:00,2,2,6.0,3.0
2023-01-08 00:00:00+00:00,1,1,22.0,2.0
2023-01-09 00:00:00+00:00,3,3,2.0,2.0
2023-01-10 00:00:00+00:00,11,5,70.0,2.0
