time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-10 00:00:00+00:00,2,2,4,4
2025-09-11 00:00:00+00:00,4,4,1,1
2025-09-12 00:00:00+00:00,5,5,2,2
2025-09-13 00:00:00+00:00,3,3,4,4
2025-09-14 00:00:00+00:00,6,6,6,5
2025-09-15 00:00:00+00:00,5,5,14,2
2025-09-16 00:00:00+00:00,9,5,10,2
2025-09-17 00:00:00+00:00,9,9,1,1
2025-09-18 00:00:00+00:00,9,7,10,3
2025-09-19 00:00:00+00:00,10,8,7,5
2025-09-20 00:00:00+00:00,5,5,2,1
2025-09-21 00:00:00+00:00,6,6,3,3
2025-09-22 00:00:00+00:00,5,5,4,4
2025-09-23 00:00:00+00:00,13,11,1,1
