url_path,views_total,views_unique
/richibrics/IoTuring,23,18
/richibrics/IoTuring/tree/main/IoTuring,4,1
/richibrics/IoTuring/tree/main/IoTuring/MyApp,3,1
/richibrics/IoTuring/blob/main/tests/Entity/Deployments/Temperature/test_Temperature.py,2,1
/richibrics/IoTuring/issues,2,1
/richibrics/IoTuring/tree/main/.github/workflows,2,1
/richibrics/IoTuring/tree/main/IoTuring/MyApp/SystemConsts,2,1
/richibrics/IoTuring/tree/main/tests,2,1
/richibrics/IoTuring/tree/main/tests/Entity/Deployments/Temperature,2,1
/richibrics/IoTuring/labels,1,1
