time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-12 00:00:00+00:00,3,2,2.0,2.0
2025-08-13 00:00:00+00:00,2,2,4.0,2.0
2025-08-14 00:00:00+00:00,5,5,,
2025-08-15 00:00:00+00:00,4,4,5.0,2.0
2025-08-16 00:00:00+00:00,4,4,8.0,5.0
2025-08-17 00:00:00+00:00,5,5,6.0,2.0
2025-08-18 00:00:00+00:00,2,2,5.0,4.0
2025-08-19 00:00:00+00:00,6,5,4.0,4.0
2025-08-20 00:00:00+00:00,1,1,2.0,2.0
2025-08-21 00:00:00+00:00,14,10,3.0,3.0
2025-08-22 00:00:00+00:00,16,12,4.0,3.0
2025-08-23 00:00:00+00:00,16,10,3.0,3.0
2025-08-24 00:00:00+00:00,6,6,,
2025-08-25 00:00:00+00:00,16,13,1.0,1.0
