url_path,views_total,views_unique
/richibrics/IoTuring,28,9
/richibrics/IoTuring/graphs/traffic,7,1
/richibrics/IoTuring/pulse,5,1
/richibrics/IoTuring/tree/github-repo-stats,4,1
/richibrics/IoTuring/tree/github-repo-stats/richibrics/IoTuring,3,1
/richibrics/IoTuring/blob/main/README.md,2,2
/richibrics/IoTuring/blob/f3ddf1aca9e3610a7411b7b375f99a74b1903e7e/richibrics/IoTuring/latest-report/report.pdf,1,1
/richibrics/IoTuring/blob/github-repo-stats/richibrics/IoTuring/latest-report/report.pdf,1,1
/richibrics/IoTuring/blob/main/requirements_win.txt,1,1
/richibrics/IoTuring/commit/b6c6ec8be38a3d4786ebd661c552e082a2150b59,1,1
