time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-18 00:00:00+00:00,,,1,1
2024-10-19 00:00:00+00:00,,,5,4
2024-10-20 00:00:00+00:00,4.0,1.0,249,202
2024-10-21 00:00:00+00:00,,,88,47
2024-10-22 00:00:00+00:00,2.0,1.0,13,12
2024-10-23 00:00:00+00:00,,,23,11
2024-10-24 00:00:00+00:00,,,12,7
2024-10-25 00:00:00+00:00,2.0,1.0,14,11
2024-10-26 00:00:00+00:00,2.0,1.0,41,7
2024-10-27 00:00:00+00:00,4.0,2.0,44,12
2024-10-28 00:00:00+00:00,,,33,18
2024-10-29 00:00:00+00:00,1.0,1.0,6,6
2024-10-30 00:00:00+00:00,,,11,5
2024-10-31 00:00:00+00:00,2.0,2.0,4,2
