time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-25 00:00:00+00:00,1,1,1.0,1.0
2023-08-26 00:00:00+00:00,1,1,1.0,1.0
2023-08-27 00:00:00+00:00,1,1,3.0,3.0
2023-08-28 00:00:00+00:00,4,4,5.0,3.0
2023-08-29 00:00:00+00:00,2,2,2.0,2.0
2023-08-30 00:00:00+00:00,1,1,13.0,2.0
2023-08-31 00:00:00+00:00,1,1,,
2023-09-01 00:00:00+00:00,1,1,,
2023-09-02 00:00:00+00:00,1,1,19.0,6.0
2023-09-03 00:00:00+00:00,1,1,3.0,2.0
2023-09-04 00:00:00+00:00,2,2,,
2023-09-05 00:00:00+00:00,1,1,3.0,2.0
2023-09-06 00:00:00+00:00,2,2,1.0,1.0
2023-09-07 00:00:00+00:00,1,1,,
