time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-11 00:00:00+00:00,6,3,3,3
2024-05-12 00:00:00+00:00,7,4,9,4
2024-05-13 00:00:00+00:00,2,2,1,1
2024-05-14 00:00:00+00:00,3,3,9,2
2024-05-15 00:00:00+00:00,2,2,6,4
2024-05-16 00:00:00+00:00,2,2,8,4
2024-05-17 00:00:00+00:00,8,4,6,5
2024-05-18 00:00:00+00:00,12,6,48,5
2024-05-19 00:00:00+00:00,3,3,15,3
2024-05-20 00:00:00+00:00,6,3,5,5
2024-05-21 00:00:00+00:00,2,2,6,4
2024-05-22 00:00:00+00:00,7,4,17,5
2024-05-23 00:00:00+00:00,2,2,55,8
2024-05-24 00:00:00+00:00,5,3,42,4
