time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-24 00:00:00+00:00,14,6,2,2
2025-12-25 00:00:00+00:00,13,7,1,1
2025-12-26 00:00:00+00:00,12,6,4,2
2025-12-27 00:00:00+00:00,9,3,12,4
2025-12-28 00:00:00+00:00,11,4,1,1
2025-12-29 00:00:00+00:00,18,7,11,3
2025-12-30 00:00:00+00:00,10,4,7,5
2025-12-31 00:00:00+00:00,7,6,7,5
2026-01-01 00:00:00+00:00,9,4,8,7
2026-01-02 00:00:00+00:00,10,6,4,4
2026-01-03 00:00:00+00:00,7,3,3,2
2026-01-04 00:00:00+00:00,8,4,2,2
2026-01-05 00:00:00+00:00,14,6,8,5
2026-01-06 00:00:00+00:00,7,4,5,3
