url_path,views_total,views_unique
/richibrics/IoTuring,19,10
/richibrics/IoTuring/blob/main/requirements_win.txt,3,1
/richibrics/IoTuring/tree/github-repo-stats,3,1
/richibrics/IoTuring/tree/github-repo-stats/richibrics/IoTuring,3,1
/richibrics/IoTuring/find/main,2,2
/richibrics/IoTuring/graphs/traffic,2,1
/richibrics/IoTuring/pulse,2,1
/richibrics/IoTuring/blob/github-repo-stats/richibrics/IoTuring/latest-report/report.pdf,1,1
/richibrics/IoTuring/blob/main/README.md,1,1
/richibrics/IoTuring/tree/github-repo-stats/richibrics/IoTuring/latest-report,1,1
