url_path,views_total,views_unique
/richibrics/IoTuring,75,16
/richibrics/IoTuring/blob/main/docs/Autostart tips.md,21,1
/richibrics/IoTuring/issues,2,2
/richibrics/IoTuring/blob/main/docs/images/device_info.png,2,1
/richibrics/IoTuring/blob/main/tests/ClassManager/test_ClassManager.py,1,1
/richibrics/IoTuring/commit/9678c835ac9a0e7e40910520e455619d52e626bc,1,1
/richibrics/IoTuring/issues/125,1,1
/richibrics/IoTuring/releases,1,1
/richibrics/IoTuring/tree/main/IoTuring,1,1
/richibrics/IoTuring/tree/main/tests,1,1
