url_path,views_total,views_unique
/richibrics/IoTuring,80,43
/richibrics/IoTuring/tree/main/IoTuring,10,2
/richibrics/IoTuring/tree/main/IoTuring/Entity,9,2
/richibrics/IoTuring/issues,8,3
/richibrics/IoTuring/pulls,7,5
/richibrics/IoTuring/search,6,1
/richibrics/IoTuring/tree/main/IoTuring/Entity/Deployments,6,1
/richibrics/IoTuring/blob/main/IoTuring/__init__.py,3,2
/richibrics/IoTuring/issues/16,3,2
/richibrics/IoTuring/blob/32c2c100aa96f125434104dc84eccf60fc7a8b8c/IoTuring/Entity/Entity.py,3,1
