time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-29 00:00:00+00:00,2,1,11,7
2025-01-30 00:00:00+00:00,3,3,21,4
2025-01-31 00:00:00+00:00,5,2,10,7
2025-02-01 00:00:00+00:00,8,4,11,4
2025-02-02 00:00:00+00:00,1,1,12,4
2025-02-03 00:00:00+00:00,6,3,26,8
2025-02-04 00:00:00+00:00,4,3,14,7
2025-02-05 00:00:00+00:00,5,2,35,4
2025-02-06 00:00:00+00:00,7,3,22,5
2025-02-07 00:00:00+00:00,2,2,33,13
2025-02-08 00:00:00+00:00,6,3,31,6
2025-02-09 00:00:00+00:00,5,2,5,3
2025-02-10 00:00:00+00:00,6,3,5,4
2025-02-11 00:00:00+00:00,2,1,14,5
