url_path,views_total,views_unique
/richibrics/IoTuring,40,23
/richibrics/IoTuring/tree/main/IoTuring,6,3
/richibrics/IoTuring/issues,4,3
/richibrics/IoTuring/tree/main/IoTuring/Entity,4,1
/richibrics/IoTuring/tree/main/IoTuring/Entity/Deployments,4,1
/richibrics/IoTuring/issues/75,3,1
/richibrics/IoTuring/blob/main/IoTuring/Configurator/Configurator.py,2,1
/richibrics/IoTuring/blob/main/IoTuring/Entity/Deployments/Notify/Notify.py,2,1
/richibrics/IoTuring/blob/main/IoTuring/Entity/Deployments/Power/Power.py,2,1
/richibrics/IoTuring/tree/main,2,1
