url_path,views_total,views_unique
/richibrics/IoTuring,40,13
/richibrics/IoTuring/graphs/traffic,14,1
/richibrics/IoTuring/pulse,10,1
/richibrics/IoTuring/tree/github-repo-stats,5,1
/richibrics/IoTuring/tree/github-repo-stats/richibrics/IoTuring,4,1
/richibrics/IoTuring/blob/main/requirements_linux.txt,3,1
/richibrics/IoTuring/blob/main/README.md,2,2
/richibrics/IoTuring/actions,1,1
/richibrics/IoTuring/actions/runs/2967853913,1,1
/richibrics/IoTuring/blob/f3ddf1aca9e3610a7411b7b375f99a74b1903e7e/richibrics/IoTuring/latest-report/report.pdf,1,1
