time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-12 00:00:00+00:00,14,5,109.0,2.0
2022-12-13 00:00:00+00:00,2,2,4.0,3.0
2022-12-14 00:00:00+00:00,2,2,5.0,2.0
2022-12-15 00:00:00+00:00,14,6,60.0,8.0
2022-12-16 00:00:00+00:00,2,2,20.0,2.0
2022-12-17 00:00:00+00:00,5,5,1.0,1.0
2022-12-18 00:00:00+00:00,2,2,18.0,4.0
2022-12-19 00:00:00+00:00,3,2,2.0,1.0
2022-12-20 00:00:00+00:00,2,2,2.0,2.0
2022-12-21 00:00:00+00:00,1,1,4.0,1.0
2022-12-22 00:00:00+00:00,2,2,3.0,1.0
2022-12-23 00:00:00+00:00,5,4,,
2022-12-24 00:00:00+00:00,2,2,8.0,1.0
2022-12-25 00:00:00+00:00,2,2,9.0,2.0
