time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-16 00:00:00+00:00,7,6,9,7
2025-06-17 00:00:00+00:00,7,4,8,5
2025-06-18 00:00:00+00:00,4,4,7,3
2025-06-19 00:00:00+00:00,4,4,5,5
2025-06-20 00:00:00+00:00,5,5,18,5
2025-06-21 00:00:00+00:00,3,2,7,7
2025-06-22 00:00:00+00:00,1,1,10,3
2025-06-23 00:00:00+00:00,5,4,12,10
2025-06-24 00:00:00+00:00,7,6,1,1
2025-06-25 00:00:00+00:00,5,5,2,2
2025-06-26 00:00:00+00:00,1,1,12,5
2025-06-27 00:00:00+00:00,7,7,5,4
2025-06-28 00:00:00+00:00,7,7,5,4
2025-06-29 00:00:00+00:00,6,6,3,1
