time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-05 00:00:00+00:00,9,6,30,6
2024-03-06 00:00:00+00:00,3,3,28,4
2024-03-07 00:00:00+00:00,2,2,2,1
2024-03-08 00:00:00+00:00,7,3,27,2
2024-03-09 00:00:00+00:00,14,4,51,1
2024-03-10 00:00:00+00:00,5,4,41,5
2024-03-11 00:00:00+00:00,2,2,9,7
2024-03-12 00:00:00+00:00,1,1,2,2
2024-03-13 00:00:00+00:00,1,1,1,1
2024-03-14 00:00:00+00:00,7,2,9,3
2024-03-15 00:00:00+00:00,1,1,16,4
2024-03-16 00:00:00+00:00,1,1,8,2
2024-03-17 00:00:00+00:00,1,1,8,4
2024-03-18 00:00:00+00:00,1,1,11,5
