url_path,views_total,views_unique
/richibrics/IoTuring,58,35
/richibrics/IoTuring/activity,8,1
/richibrics/IoTuring/pulls,7,2
/richibrics/IoTuring/blob/main/IoTuring/Entity/Deployments/Uptime/Uptime.py,6,1
/richibrics/IoTuring/issues/97,5,3
/richibrics/IoTuring/issues,4,2
/richibrics/IoTuring/tree/main/IoTuring,4,2
/richibrics/IoTuring/blob/main/IoTuring/Configurator/Configurator.py,4,1
/richibrics/IoTuring/tree/main/IoTuring/Entity/Deployments,4,1
/richibrics/IoTuring/releases/tag/v2024.2.1,3,2
