url_path,views_total,views_unique
/richibrics/IoTuring,87,36
/richibrics/IoTuring/commits/main,24,3
/richibrics/IoTuring/pulls,14,1
/richibrics/IoTuring/tree/main/IoTuring,8,3
/richibrics/IoTuring/tree/github-repo-stats/richibrics/IoTuring,6,3
/richibrics/IoTuring/tree/main/IoTuring/Entity/ValueFormat,6,1
/richibrics/IoTuring/blob/main/docs/images/device_info.png,5,2
/richibrics/IoTuring/blob/main/README.md,4,2
/richibrics/IoTuring/releases,4,2
/richibrics/IoTuring/blob/main/docker-compose.yaml,4,1
