url_path,views_total,views_unique
/richibrics/IoTuring,26,14
/richibrics/IoTuring/pulls,4,1
/richibrics/IoTuring/actions,3,1
/richibrics/IoTuring/issues,2,1
/richibrics/IoTuring/issues/71,2,1
/richibrics/IoTuring/tree/github-repo-stats/richibrics/IoTuring,2,1
/richibrics/IoTuring/actions/runs/5290291140/workflow,1,1
/richibrics/IoTuring/actions/workflows/build-release-publish-with-vtag.yml,1,1
/richibrics/IoTuring/actions/workflows/repostats.yml,1,1
/richibrics/IoTuring/tree/github-repo-stats,1,1
