time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,26,16,0,0
2026-04-28 00:00:00+00:00,126,92,3,2
2026-04-29 00:00:00+00:00,59,32,1,1
2026-04-30 00:00:00+00:00,35,7,3,2
2026-05-01 00:00:00+00:00,13,8,0,0
2026-05-02 00:00:00+00:00,28,8,7,3
2026-05-03 00:00:00+00:00,20,9,3,2
2026-05-04 00:00:00+00:00,5,4,2,2
2026-05-05 00:00:00+00:00,44,13,1,1
2026-05-06 00:00:00+00:00,28,7,2,2
2026-05-07 00:00:00+00:00,20,10,1,1
2026-05-08 00:00:00+00:00,14,8,2,2
2026-05-09 00:00:00+00:00,16,6,1,1
2026-05-10 00:00:00+00:00,19,10,1,1
