time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-06 00:00:00+00:00,6,6,4,2
2026-03-07 00:00:00+00:00,10,6,0,0
2026-03-08 00:00:00+00:00,2,2,3,2
2026-03-09 00:00:00+00:00,10,6,4,2
2026-03-10 00:00:00+00:00,9,5,9,3
2026-03-11 00:00:00+00:00,9,5,5,4
2026-03-12 00:00:00+00:00,10,6,29,2
2026-03-13 00:00:00+00:00,17,4,8,3
2026-03-14 00:00:00+00:00,10,6,6,2
2026-03-15 00:00:00+00:00,7,3,4,3
2026-03-16 00:00:00+00:00,7,7,3,2
2026-03-17 00:00:00+00:00,21,11,6,2
2026-03-18 00:00:00+00:00,5,5,6,3
2026-03-19 00:00:00+00:00,13,4,34,3
